,II_a_Jul_00,II_a_Sep_00,II_a_Mar_01,II_a_Jun_01,II_a_Jul_01,II_a_Nov_01,II_a_Mar_02,II_a_Jun_02,II_a_Aug_02,II_a_Nov_02,II_a_Apr_03,II_a_Jun_03,II_a_Jul_03,II_a_Aug_03,II_a_Jun_04,II_a_Jul_04,II_a_Aug_04,II_a_Sep_04,II_a_Jun_05,II_a_Jul_05,II_a_Aug_05,II_a_Nov_05,II_a_May_06,II_a_Jun_06,II_a_Jul_06,II_a_Aug_06,II_a_May_07,II_a_Jun_07,II_a_Jul_07,II_a_Oct_07,II_a_May_08,II_a_Jun_08,II_a_Jul_08,II_a_Oct_08,II_a_May_09,II_a_Jun_09,II_a_Aug_09,II_a_Nov_09,II_a_May_10,II_a_Jun_10,II_a_Aug_10,II_a_Oct_10,II_a_Apr_11,II_a_Jun_11,II_a_Aug_11,II_a_Oct_11,II_a_Apr_12,II_a_Jun_12,II_a_Aug_12,II_a_Oct_12,II_a_Apr_13,II_a_Jun_13,II_a_Aug_13,II_a_Nov_13,II_a_May_14,II_a_Jun_14,II_a_Aug_14,II_a_Oct_14,II_a_May_15,II_a_Jun_15,II_a_Aug_15,II_a_Nov_15,II_a_Apr_16,II_a_Jun_16,II_a_Aug_16,II_a_Oct_16,II_a_Apr_17,II_a_Jun_17,II_b_Sep_00,II_b_Mar_01,II_b_Jun_01,II_b_Jul_01,II_b_Nov_01,II_b_Mar_02,II_b_Jun_02,II_b_Aug_02,II_b_Nov_02,II_b_May_03,II_b_Jun_03,II_b_Jul_03,II_b_Aug_03,II_b_Jun_04,II_b_Jul_04,II_b_Aug_04,II_b_Sep_04,II_b_Jun_05,II_b_Jul_05,II_b_Aug_05,II_b_Nov_05,II_b_May_06,II_b_Jun_06,II_b_Jul_06,II_b_Aug_06,II_b_May_07,II_b_Jun_07,II_b_Jul_07,II_b_Oct_07,II_b_May_08,II_b_Jun_08,II_b_Jul_08,II_b_Oct_08,II_b_May_09,II_b_Jun_09,II_b_Aug_09,II_b_Nov_09,II_b_May_10,II_b_Jun_10,II_b_Aug_10,II_b_Oct_10,II_b_Apr_11,II_b_Jun_11,II_b_Aug_11,II_b_Oct_11,II_b_Apr_12,II_b_Jun_12,II_b_Aug_12,II_b_Oct_12,II_b_Apr_13,II_b_Jun_13,II_b_Aug_13,II_b_Nov_13,II_b_May_14,II_b_Jun_14,II_b_Aug_14,II_b_Oct_14,II_b_May_15,II_b_Jun_15,II_b_Aug_15,II_b_Nov_15,II_b_Apr_16,II_b_Jun_16,II_b_Aug_16,II_b_Oct_16,II_b_Apr_17,II_b_Jun_17
Parapercis_xanthozona,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parapriacanthus_ransonneti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parapristipoma_trilineatum,400,1,0,500,250,0,0,100,16,0,0,50,9,0,500,200,400,1,300,0,0,0,22,50,20,0,500,1,0,0,800,50,0,0,500,400,0,0,500,350,0,0,0,300,3,0,150,10,10,0,500,100,0,0,80,20,0,0,100,100,1,0,50,5,0,0,0,10,0,0,0,0,0,0,0,2,0,0,40,10,0,0,0,0,0,0,0,0,0,0,0,2,0,500,10,0,0,300,10,0,0,300,150,0,0,0,0,0,0,0,40,0,0,0,0,6,0,100,200,0,0,0,1,0,0,0,0,0,0,200,0,0,0,0,0
Parupeneus_barberinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parupeneus_chrysopleuron,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,0,0,0,0,0,1,0,0,0,1,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Parupeneus_ciliatus,3,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,10,2,1,10,3,0,3,8,0,0,0,2,2,0,0,3,4,0,0,0,1,0,0,2,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,8,0,2,0,0,1
Parupeneus_indicus,1,3,0,0,0,0,0,1,10,5,0,0,2,2,2,7,20,2,0,5,0,0,5,0,1,2,0,1,5,0,1,0,4,0,0,2,5,0,0,2,4,0,0,0,1,0,0,0,0,0,0,4,1,0,0,4,1,0,0,1,0,0,0,4,12,0,0,8,4,6,3,3,4,6,2,3,26,0,2,5,2,1,6,11,6,2,10,0,5,0,2,3,5,1,2,4,2,0,0,1,3,0,5,3,0,1,1,8,4,0,3,3,7,0,2,1,0,1,3,6,0,0,3,12,1,2,0,0,0,0,0,1,0,0,0
Parupeneus_multifasciatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parupeneus_pleurostigma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pempheris_oualensis,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,100,100,40,80,20,15,0,20,20,47,0,0,50,20,0,0,0,2,0,0,0,10,0,8,0,10,0,0,5,15,0,0,0,0,0,0,0,0,0,0,11,30,0,0,0,0,0,0,10,0,0,0,35,0,0,0,0,0,0,0,12,0,0,0
Petroscirtes_breviceps,3,0,0,0,1,0,0,3,3,1,1,3,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,2,1,1,8,22,12,1,7,1,1,1,3,0,0,4,0,3,2,2,2,5,0,0,2,0,1,0,0,0,0,0,14,28,7,0,0,1,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2
Plagiotremus_tapeinosoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plectorhinchus_cinctus,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Plectorhinchus_flavomaculatus,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plectorhinchus_gibbosus,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plectorhinchus_schotaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plectropomus_leopardus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plotosus_lineatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pomacanthus_semicirculatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pomacentrus_chrysurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,2,1,0,0,0,10,2,0,3,0,0,1,0,3,0,0,0
Pomacentrus_coelestis,7,6,0,3,51,10,0,10,20,20,0,0,0,1,0,0,15,0,0,0,0,1,0,1,2,0,0,10,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,7,0,0,16,20,0,0,26,5,0,50,2,6,6,7,10,4,0,0,0,1,0,1,15,5,3,5,0,0,0,0,0,0,0,1,2,0,0,5,6,0,0,6,35,1,0,0,0,0,0,13,12,0,0,0,6,0,0,0,1,7,0,10,4,0,0,2
Pomadasys_quadrilineatus,500,3,0,1000,300,100,0,200,140,0,0,60,150,80,400,400,450,1,200,70,10,0,0,2000,500,200,0,400,600,0,800,100,0,0,0,10,300,10,0,450,20,0,0,20,450,30,0,300,20,0,0,150,150,0,0,200,250,0,0,300,70,0,20,4,0,0,0,50,18,6,500,0,100,10,300,70,50,0,100,300,200,600,150,200,0,3,0,6,0,0,0,100,100,0,200,200,10,300,50,100,0,0,0,15,0,0,0,10,70,0,0,40,25,0,0,80,0,0,150,100,0,0,30,15,1,0,0,10,0,50,0,0,0,0,0
Prionurus_scalprum,6,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,7,2,3,0,0,0,5,0,2,7,2,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,2,1,3,3,0,9,1,4,7,0,0,0,0,0
Pseudocoris_ocellata,0,0,0,30,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudolabrus_eoethinus,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pteragogus_enneacanthus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptereleotris_hanae,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterocaesio_digramma,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterocaesio_marri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterois_volitans,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhabdamia_gracilis,0,0,0,0,4,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scarus_ghobban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Scarus_rubroviolaceus,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scatophagus_argus,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scolopsis_affinis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scolopsis_monogramma,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Scolopsis_vosmeri,1,0,0,3,13,0,0,1,3,0,0,0,0,0,4,1,4,0,0,0,1,0,0,0,1,3,0,2,6,0,0,0,2,1,0,1,3,0,0,1,11,1,0,0,7,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,4,0,1,4,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,9,0,0,0,1,0,0,1
Sebastiscus_marmoratus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selaroides_leptolepis,0,0,0,10,0,0,0,0,0,0,0,100,0,8,100,10,50,0,0,0,0,0,0,0,10,100,0,0,0,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,50,0,0,200,0,0,20,0,1,0,200,0,0,0,10,50,0,0,0,100,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Seriola_dumerili,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siganus_fuscescens,12,1,12,90,23,15,10,10,30,0,0,4000,5000,4000,30,4,2,0,10,40,3,0,3,0,20,0,0,4000,2500,1,2000,0,70,2,0,8,0,0,0,8,30,5,0,20,250,74,0,350,200,50,0,1000,900,0,0,0,70,10,0,0,0,3,0,10,100,3,2,18,30,80,30,6,10,20,10,25,15,0,5000,5000,3000,5,0,0,2,10,60,0,11,0,0,15,2,0,2000,1000,6,150,100,50,40,0,1,0,0,0,6,23,20,0,50,650,27,0,100,300,50,7,1000,900,0,13,5,12,1,0,0,20,12,1,150,85,28,0,7
Siganus_guttatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sphyraena_flavicauda,100,0,0,80,0,0,0,25,0,0,0,100,25,3,100,1,0,0,20,40,0,0,40,300,35,15,0,50,200,0,0,20,4,0,0,20,0,4,0,0,4,0,0,0,200,0,10,0,0,0,0,30,0,0,0,0,10,0,0,0,0,0,0,0,15,0,20,5,0,0,30,1,0,0,20,20,0,0,20,10,1,300,25,100,0,16,30,0,0,0,10,20,10,1,10,1,0,0,10,0,0,0,20,3,0,0,10,1,12,0,100,8,1,0,0,0,0,0,20,0,0,0,6,10,0,0,1,0,1,10,0,1,0,0,3
Stegastes_altus,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0,3,2,4,2,5,2,0,0,3,0,2,2,2,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,6,5,1,0,0,3,0,3,0,3,0,1
